brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,clean_title,price,Accident_Occured,Engine_Capacity,Horse_Power
Ford,F-250 XLT SuperCab Super Duty,2008,149460.0,Diesel,A/T,Blue,Gray,Yes,12240.0,YES,6.4,350.0
Mercury,Marauder Base,2003,90000.0,Gasoline,4-Speed A/T,Blue,Beige,Yes,15500.0,YES,4.6,302.0
Ford,Transit-350 XLT,2021,48000.0,E85 Flex Fuel,A/T,White,Gray,Yes,57000.0,NO,3.5,275.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,98000.0,Gasoline,A/T,White,Beige,Yes,15500.0,YES,3.5,248.0
Volkswagen,Arteon SEL R-Line,2022,18655.0,Gasoline,Automatic,Oryx White Prl,Titan Black,unknown,38698.0,NO,3.5,387.9582628697772
Chevrolet,Suburban 2500 LS,2006,60000.0,Gasoline,A/T,Brown,Brown,Yes,24950.0,YES,8.1,325.0
Chevrolet,Suburban 1500 LT,2014,169500.0,E85 Flex Fuel,A/T,Purple,Brown,Yes,15000.0,NO,5.3,320.0
Mitsubishi,Eclipse GS,2008,189500.0,Gasoline,5-Speed M/T,Red,Black,Yes,6000.0,NO,2.4,162.0
Toyota,Land Cruiser Base,2016,91000.0,Gasoline,A/T,Black,Brown,Yes,68500.0,NO,5.7,381.0
Genesis,G80 2.5T,2022,7396.0,Gasoline,8-Speed Automatic,Black Forest Green,Black,unknown,41299.0,NO,2.5,359.98916234572425
Toyota,Tundra SR5 Access Cab,2004,229450.0,Gasoline,A/T,Gray,Gray,Yes,8250.0,NO,4.7,240.0
Maserati,Quattroporte Modena Q4,2023,8603.0,Gasoline,8-Speed Automatic,Blu,Tan,unknown,125900.0,NO,3.0,411.39893446168026
Audi,RS 5 4.2,2014,49098.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,44900.0,YES,4.2,450.0
Nissan,Rogue S,2022,21212.0,Gasoline,Automatic CVT,Gun Metallic,Charcoal,unknown,28906.0,NO,1.5,313.32760120205785
Porsche,Panamera 4S,2010,62743.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,Yes,28600.0,NO,4.8,400.0
BMW,M440 i xDrive,2021,24300.0,Hybrid,8-Speed A/T,Gray,Beige,Yes,49999.0,NO,3.0,382.0
Cadillac,Escalade Premium,2010,104000.0,E85 Flex Fuel,A/T,Gray,–,Yes,19500.0,NO,6.2,403.0
Volvo,S60 T6 Momentum,2020,46250.0,Gasoline,8-Speed Automatic,White,Charcoal,Yes,27800.0,YES,2.0,309.20500671429
Mazda,CX-9 Touring Plus,2023,1930.0,Gasoline,6-Speed Automatic,Jet Black Mica,Black,Yes,40655.0,YES,2.5,366.3880465552029
Chrysler,Pacifica Hybrid Touring L,2022,61494.0,Hybrid,Automatic CVT,Bright White Clearcoat,Black,unknown,35850.0,NO,3.6,369.95434522618234
Jeep,Wrangler Unlimited Sport,2020,24040.0,Gasoline,8-Speed Automatic,Black Clearcoat,Black,Yes,35273.0,NO,2.0,321.9986710087087
Toyota,Highlander Base,2001,231581.0,Gasoline,A/T,Beige,Beige,Yes,4300.0,NO,3.0,220.0
Ford,F-150 Lariat,2019,81000.0,Gasoline,10-Speed A/T,Gray,Black,Yes,38500.0,NO,3.5,375.0
Ford,Bronco,1974,6217.0,–,–,Dark Gray Metallic,–,Yes,115000.0,NO,3.5,204.29701411179303
Land,Rover Discovery Sport S R-Dynamic,2022,23568.0,Gasoline,Automatic,Firenze Red,Ebony,unknown,44998.0,NO,3.5,389.11688844750825
Mazda,Mazda6 Touring,2020,78700.0,Gasoline,A/T,White,Black,Yes,18000.0,NO,2.5,187.0
Kia,Optima EX,2015,109580.0,Gasoline,6-Speed A/T,Red,Black,Yes,11900.0,YES,2.4,192.0
Lexus,RX 350 Base,2009,178000.0,Gasoline,A/T,Gray,Gray,Yes,4500.0,YES,3.5,270.0
Mitsubishi,Outlander Sport 2.4 SE,2016,131193.0,Gasoline,Automatic CVT,Black,Black,Yes,11970.0,NO,2.4,257.2909467087502
Mercedes-Benz,GLS 450 Base 4MATIC,2017,106000.0,Gasoline,9-Speed A/T,White,Black,Yes,25900.0,NO,3.0,362.0
Audi,A3 2.0T Premium,2019,28211.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,27500.0,YES,2.0,184.0
Audi,A4 2.0T Premium,2015,91403.0,E85 Flex Fuel,8-Speed Automatic,Silver,Gray,unknown,14998.0,NO,2.0,259.4098682663571
Mercedes-Benz,CLA-Class CLA 250,2016,88600.0,Gasoline,A/T,Black,Black,Yes,16800.0,YES,2.0,208.0
INFINITI,FX50 Base,2011,84900.0,Gasoline,7-Speed A/T,Silver,Black,unknown,22450.0,YES,5.0,390.0
Kia,K5 EX,2021,11154.0,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,unknown,28998.0,NO,1.6,316.8575958363017
BMW,X5 eDrive xDrive40e,2018,45090.0,Plug-In Hybrid,8-Speed A/T,Gray,Black,Yes,30750.0,YES,2.0,313.0
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272.0,Gasoline,A/T,Red,Gray,Yes,11900.0,YES,2.3,192.0
Jeep,Wrangler SE,2003,71000.0,Gasoline,5-Speed M/T,Red,Gray,Yes,12499.0,NO,2.4,150.0
Kia,Telluride SX,2020,55400.0,Gasoline,8-Speed A/T,Green,White,unknown,36500.0,YES,3.8,291.0
Land,Rover LR4 Lux,2012,141525.0,Gasoline,A/T,Black,Black,Yes,14490.0,NO,5.0,375.0
Jaguar,XKR Base,2007,50000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,Yes,21900.0,YES,4.2,420.0
BMW,M4 Base,2020,29140.0,Gasoline,M/T,Orange,Orange,Yes,71995.0,NO,3.0,425.0
BMW,M340 i xDrive,2022,9000.0,Hybrid,8-Speed A/T,White,Red,Yes,56900.0,NO,3.0,382.0
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595.0,Hybrid,Automatic,designo Diamond White Metallic,Black,unknown,83598.0,NO,3.5,407.1345141215952
RAM,1500 Laramie,2022,34121.0,Gasoline,Automatic,Granite Crystal Clearcoat Metallic,Black,unknown,48190.0,NO,5.7,462.2516208941015
BMW,ALPINA B7 Base,2013,36750.0,Gasoline,A/T,Black,Black,Yes,35999.0,NO,4.4,445.0
Mercedes-Benz,C-Class C280 4MATIC,2007,49626.0,Gasoline,A/T,White,–,Yes,12000.0,NO,3.0,228.0
Jeep,Compass High Altitude,2017,45000.0,Gasoline,A/T,White,Beige,Yes,16500.0,YES,2.4,172.0
Toyota,Highlander Hybrid XLE,2019,69350.0,Hybrid,A/T,Black,Gray,Yes,36000.0,NO,3.5,306.0
BMW,X5 M Base,2022,8307.0,Gasoline,8-Speed Automatic,Blue Metallic,Sakhir Orange,unknown,98900.0,NO,4.4,448.01414511465373
BMW,M3 Base,2023,4106.0,Gasoline,6-Speed Manual,Isle of Man Green Metallic,Kyalami Orange,Yes,84645.0,NO,3.0,400.27635887022734
BMW,M3 Base,1999,184700.0,Gasoline,5-Speed M/T,Blue,Gray,Yes,36950.0,NO,3.2,240.0
Maserati,Quattroporte S Q4 GranLusso,2018,57500.0,Gasoline,8-Speed A/T,White,Brown,Yes,41900.0,NO,3.0,424.0
Acura,RDX Advance Package,2021,29000.0,Gasoline,10-Speed A/T,Black,Black,Yes,39650.0,NO,2.0,272.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,19000.0,YES,2.0,208.0
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300.0,Diesel,7-Speed A/T,White,Black,Yes,45000.0,NO,3.0,188.0
Cadillac,XTS Luxury,2014,62950.0,Gasoline,6-Speed A/T,Silver,Gray,Yes,17498.0,YES,3.6,304.0
Chevrolet,Camaro 2LT,2015,56675.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,19750.0,NO,3.6,323.0
Porsche,Cayenne S,2013,92000.0,Gasoline,8-Speed A/T,Green,Gray,Yes,23000.0,NO,4.8,400.0
Dodge,Magnum R/T,2005,96000.0,Gasoline,5-Speed A/T,Gray,Gold,Yes,12000.0,YES,5.7,340.0
INFINITI,Q70 3.7X,2014,33500.0,Gasoline,7-Speed A/T,Black,Black,Yes,23000.0,NO,3.7,330.0
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754.0,Gasoline,8-Speed A/T,White,White,Yes,112000.0,NO,5.0,557.0
Toyota,Camry Hybrid Base,2007,53249.0,Hybrid,A/T,Silver,Gray,Yes,9250.0,YES,2.4,147.0
GMC,Acadia SLT-1,2016,119000.0,Gasoline,A/T,Gold,Brown,Yes,12500.0,NO,3.6,281.0
Lincoln,Corsair Reserve,2021,29336.0,Gasoline,8-Speed Automatic,Black,Sandstone,unknown,36999.0,NO,2.0,325.4991865896591
RAM,2500 SLT,2017,86000.0,Diesel,6-Speed A/T,Gray,Gray,Yes,41000.0,YES,6.7,350.0
RAM,3500 Laramie,2014,177000.0,Diesel,6-Speed A/T,Black,–,Yes,40500.0,YES,6.7,385.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500.0,Gasoline,A/T,Black,Black,Yes,15900.0,YES,4.6,362.0
BMW,M5 Base,2018,47700.0,Gasoline,8-Speed A/T,Red,White,Yes,54999.0,YES,4.4,600.0
Ford,Mustang SVT Cobra,2003,97496.0,Gasoline,6-Speed M/T,Gray,Gray,unknown,24500.0,YES,4.6,390.0
Acura,ILX Premium Package,2022,16120.0,Gasoline,8-Speed Automatic with Auto-Shift,Gray,Ebony,unknown,26599.0,NO,2.4,346.72735402346916
Buick,Rainier CXL,2005,147589.0,Gasoline,A/T,White,Beige,Yes,2800.0,YES,4.2,275.0
Cadillac,Escalade Luxury,2013,95570.0,E85 Flex Fuel,A/T,Black,Black,Yes,22000.0,YES,6.2,403.0
Mercedes-Benz,S-Class S 560,2018,45791.0,Gasoline,9-Speed A/T,Gray,Gray,Yes,52000.0,NO,4.0,463.0
INFINITI,QX80 Base,2016,60000.0,Gasoline,7-Speed A/T,Silver,Beige,Yes,25950.0,YES,5.6,400.0
Buick,Encore Preferred,2019,50000.0,Gasoline,6-Speed A/T,White,Black,Yes,18795.0,NO,1.4,138.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481.0,Gasoline,9-Speed Automatic,Black,Almond Beige,unknown,43999.0,NO,3.0,352.68292863254464
Jeep,Liberty Limited,2010,107000.0,Gasoline,A/T,Gray,Gray,Yes,5900.0,NO,3.7,210.0
Mercedes-Benz,S-Class S 63 AMG,2011,60000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,37000.0,YES,5.5,536.0
Audi,A8 L 3.0T,2016,55000.0,Gasoline,A/T,White,Brown,Yes,28000.0,NO,3.0,333.0
Mazda,CX-30 2.5 S Select Package,2022,4004.0,Gasoline,6-Speed A/T,Black,Black,Yes,25500.0,NO,2.5,186.0
Bentley,Continental GT Speed,2009,57800.0,Gasoline,6-Speed A/T,Blue,Beige,unknown,59400.0,YES,6.0,600.0
Bentley,Continental GT V8,2022,10972.0,Gasoline,8-Speed Automatic with Auto-Shift,Red,Black,Yes,217950.0,NO,4.0,473.7555138010266
Bentley,Flying Spur V8,2022,27858.0,Gasoline,8-Speed Automatic with Auto-Shift,–,–,Yes,197750.0,NO,4.0,458.2772936167312
Porsche,911 Carrera 4S,2018,31678.0,Gasoline,–,Silver,–,unknown,106798.0,NO,3.5,388.5401350655211
Volkswagen,Golf R 4-Door,2016,47144.0,Gasoline,6-Speed M/T,Blue,Black,Yes,29950.0,NO,2.0,292.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454.0,Gasoline,6-Speed A/T,Gray,Black,Yes,4000.0,YES,3.8,306.0
Ford,F-150 XLT,2018,98000.0,Gasoline,10-Speed A/T,White,–,Yes,25500.0,YES,3.5,375.0
Hyundai,Tucson Limited,2020,39913.0,Gasoline,6-Speed Automatic,Black Noir Pearl,Beige,unknown,22749.0,NO,2.4,324.14291924374083
Ford,Mustang V6,2013,147191.0,Gasoline,6-Speed A/T,Blue,Black,Yes,12990.0,YES,3.7,305.0
BMW,435 i,2014,53600.0,Gasoline,8-Speed A/T,Silver,Black,Yes,25980.0,NO,3.0,300.0
Dodge,Challenger R/T,2010,100100.0,Gasoline,Transmission w/Dual Shift Mode,Purple,Black,Yes,17000.0,NO,3.5,286.9125539929755
Mercedes-Benz,AMG G 63 Base,2020,1750.0,Gasoline,9-Speed A/T,Blue,Black,Yes,199995.0,NO,4.0,577.0
Dodge,Challenger SRT Hellcat,2020,2750.0,Gasoline,8-Speed A/T,Orange,Black,Yes,104500.0,NO,6.2,797.0
Porsche,Boxster Base,2013,40800.0,Gasoline,7-Speed A/T,Brown,Beige,Yes,35500.0,NO,2.7,265.0
Porsche,Macan Base,2018,36798.0,Gasoline,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,Yes,49500.0,YES,2.0,313.0035132272751
Ford,F-250 XL,2021,77699.0,Diesel,Automatic,White,Medium Earth Gray,unknown,49883.0,YES,6.7,471.95375348649577
Ford,Mustang GT,2010,87500.0,Gasoline,A/T,Red,Black,Yes,14900.0,YES,4.6,315.0
Chevrolet,Suburban LT,2020,93000.0,Gasoline,A/T,Black,Black,Yes,38500.0,NO,5.3,355.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515.0,Gasoline,9-Speed Automatic,Black,Black,Yes,28251.0,NO,2.0,303.3727567040205
RAM,1500 Classic Warlock,2019,19000.0,E85 Flex Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,unknown,33242.0,YES,3.6,376.87155561569125
Toyota,Sequoia SR5,2023,1539.0,Hybrid,Automatic,Green,Boulder,Yes,76373.0,YES,3.4,410.3259006872904
BMW,M5 Base,2018,31090.0,Gasoline,8-Speed A/T,Green,Black,Yes,68000.0,YES,4.4,600.0
Mazda,Mazda3 FWD w/Premium Package,2022,21701.0,Gasoline,6-Speed Automatic,Soul Red Crystal Metallic,Black,unknown,25099.0,NO,2.5,346.57021018174055
Nissan,Rogue SL,2016,97726.0,Gasoline,Variable,Gun Metallic,Charcoal,unknown,15998.0,YES,2.5,278.8243161438877
Audi,A7 3.0T Prestige,2015,73000.0,Diesel,8-Speed A/T,White,Gray,Yes,34000.0,NO,3.0,240.0
Genesis,G80 3.8,2020,23600.0,Gasoline,A/T,Blue,Gray,Yes,31900.0,NO,3.8,311.0
Rolls-Royce,Ghost Base,2016,8755.0,Gasoline,A/T,Black,Black,Yes,166900.0,NO,6.6,563.0
BMW,M6 Gran Coupe Base,2019,20500.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,Yes,67900.0,NO,4.4,560.0
Ford,Mustang V6,2013,57912.0,Gasoline,6-Speed M/T,Black,Black,Yes,18750.0,YES,3.7,305.0
BMW,650 i,2009,35000.0,Gasoline,A/T,Black,Black,Yes,18500.0,NO,4.8,360.0
Nissan,Leaf SV PLUS,2023,7089.0,Electric,1-Speed A/T,Black,Black,Yes,29895.0,YES,0.0,214.0
Lincoln,MKC Reserve,2019,35469.0,Gasoline,6-Speed Automatic,Black,–,unknown,30890.0,YES,2.3,321.81259838183905
Kia,Telluride EX,2022,14676.0,Gasoline,8-Speed Automatic,Dark Moss,Gray,unknown,46787.0,NO,3.8,403.45010546503363
Lincoln,Navigator Reserve,2022,13750.0,Gasoline,10-Speed A/T,White,Beige,Yes,79999.0,NO,3.5,440.0
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300.0,Gasoline,A/T,Black,Black,Yes,62500.0,NO,4.7,449.0
Chevrolet,Suburban LT,2017,117000.0,Gasoline,6-Speed A/T,Blue,Beige,Yes,27000.0,NO,6.0,402.38375710187756
Audi,A7 55 Premium,2020,27100.0,Hybrid,A/T,White,Black,Yes,50000.0,NO,3.0,335.0
Ford,Mustang EcoBoost Premium,2017,89352.0,Gasoline,6-Speed A/T,White,Black,Yes,20989.0,YES,2.3,310.0
Chevrolet,Cruze LS,2018,100000.0,Gasoline,A/T,White,Black,Yes,8500.0,YES,1.4,153.0
Land,Rover Range Rover HSE SWB,2020,16000.0,Hybrid,A/T,Silver,Black,Yes,75500.0,NO,3.0,395.0
Land,Rover Defender S,2023,15200.0,Gasoline,A/T,White,Black,Yes,62999.0,NO,2.0,296.0
BMW,650 i,2012,39960.0,Gasoline,6-Speed M/T,White,Brown,Yes,38995.0,NO,4.4,400.0
Ford,Mustang Base,2008,119000.0,Gasoline,A/T,White,Black,Yes,13500.0,YES,4.0,210.0
Kia,K5 GT-Line,2022,10971.0,Gasoline,8-Speed Automatic,Passion Red,Black,unknown,29998.0,NO,1.6,321.83571172992924
Mazda,Mazda3 i Touring,2014,118500.0,Gasoline,M/T,Silver,Black,Yes,11500.0,YES,2.0,155.0
Kia,Stinger GT1,2021,8288.0,Gasoline,8-Speed A/T,Black,Black,Yes,45899.0,NO,3.3,365.0
Chevrolet,Camaro ZL1,2023,2950.0,Gasoline,10-Speed A/T,Red,Gray,Yes,74500.0,NO,6.2,650.0
Mercedes-Benz,AMG G 63 Base,2017,73000.0,Gasoline,7-Speed A/T,White,Black,Yes,78000.0,YES,5.5,563.0
Ford,Thunderbird Premium,2005,82000.0,Gasoline,Transmission w/Dual Shift Mode,Gold,White,Yes,14900.0,NO,3.9,280.0
Audi,e-tron Prestige,2019,7874.0,Electric,1-Speed Automatic,Typhoon Gray Metallic,Pearl Beige,unknown,38999.0,NO,3.5,380.3583100074684
GMC,Sierra 1500 SLT,2017,49105.0,Gasoline,8-Speed A/T,White,Black,Yes,39750.0,NO,6.2,420.0
Kia,Telluride LX,2023,5500.0,Gasoline,8-Speed A/T,Silver,Black,Yes,40000.0,NO,3.8,291.0
Chevrolet,Corvette Base,2005,36700.0,Gasoline,6-Speed M/T,Blue,Black,Yes,26000.0,NO,6.0,400.0
BMW,650 i,2014,40000.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,Yes,34000.0,NO,4.4,445.0
Nissan,Rogue SL,2017,78110.0,Gasoline,A/T,Silver,Black,unknown,17500.0,YES,2.5,170.0
GMC,Acadia Denali,2015,74864.0,Gasoline,A/T,Gray,Beige,Yes,19780.0,NO,3.6,288.0
Cadillac,Escalade Premium Luxury Platinum,2021,15350.0,Gasoline,10-Speed A/T,Black,Black,Yes,93500.0,NO,6.2,420.0
Nissan,GT-R Premium,2010,46100.0,Gasoline,6-Speed A/T,Blue,Black,Yes,72999.0,NO,3.8,485.0
Toyota,Highlander XLE,2018,61454.0,Gasoline,A/T,Silver,Gray,Yes,31000.0,NO,3.5,295.0
BMW,X7 xDrive40i,2020,45241.0,Gasoline,A/T,Blue,Brown,Yes,54500.0,NO,3.0,335.0
INFINITI,QX60 Base,2018,48000.0,Gasoline,CVT Transmission,Black,Black,Yes,27000.0,NO,3.5,295.0
Lexus,IS 250C Base,2010,68500.0,Gasoline,6-Speed M/T,Black,Beige,Yes,18500.0,NO,2.5,204.0
GMC,Sierra 1500 Denali,2019,43433.0,Gasoline,Automatic,Onyx Black,Walnut,unknown,51899.0,NO,5.3,431.0631247179281
Chevrolet,SSR Base,2005,122961.0,Gasoline,4-Speed Automatic,Redline Red,Ebony,Yes,20995.0,NO,6.0,342.8799656567462
Dodge,Challenger R/T,2014,92861.0,Gasoline,5-Speed A/T,Gray,Red,Yes,19750.0,NO,5.7,375.0
Hyundai,Equus Signature,2016,72000.0,Gasoline,8-Speed A/T,White,Beige,Yes,21400.0,NO,5.0,429.0
Lamborghini,Aventador SVJ Base,2019,6929.0,Gasoline,A/T,Blue,Black,Yes,649999.0,NO,6.5,759.0
Ford,Mustang GT,2003,83000.0,Gasoline,A/T,Gray,Black,Yes,10500.0,NO,4.6,260.0
Audi,e-tron Premium,2021,18031.0,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,unknown,39599.0,NO,3.5,384.59547317389115
Toyota,Sequoia Limited,2023,8200.0,Hybrid,10-Speed A/T,Brown,Black,Yes,78900.0,NO,3.4,437.0
Land,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,Transmission w/Dual Shift Mode,Silver,Black,unknown,74900.0,YES,3.0,395.0
Jeep,Grand Cherokee L Limited,2022,12875.0,Gasoline,8-Speed Automatic,Diamond Black,Global Black,unknown,42599.0,NO,3.6,395.5982030217074
Maserati,GranTurismo Sport,2015,32000.0,Gasoline,A/T,Beige,Brown,Yes,36000.0,NO,4.7,454.0
BMW,M5 Base,2013,61145.0,Gasoline,7-Speed A/T,White,Beige,Yes,37500.0,YES,4.4,560.0
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,"Automatic, 9-Spd 9G-Tronic",–,–,unknown,43900.0,NO,3.5,395.7426808484088
Land,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,Automatic,Red,Black,unknown,143998.0,NO,3.5,438.3510109931085
Ford,F-150 Lariat,2011,152000.0,Gasoline,6-Speed A/T,Brown,Beige,Yes,14000.0,NO,3.5,365.0
Audi,A4 2.0T Premium,2012,129567.0,Gasoline,A/T,White,Black,Yes,7000.0,NO,2.0,211.0
BMW,540 i xDrive,2019,36000.0,Gasoline,8-Speed A/T,Gray,Black,Yes,41995.0,YES,3.0,335.0
BMW,X6 xDrive35i,2009,92008.0,Gasoline,6-Speed A/T,White,Black,Yes,12500.0,NO,3.0,300.0
Ford,Mustang Base,1998,63900.0,Gasoline,A/T,White,Gray,Yes,10300.0,NO,3.8,150.0
Toyota,Sequoia Limited,2012,150900.0,Gasoline,A/T,Black,Gray,Yes,17500.0,NO,5.7,381.0
Dodge,Challenger R/T Scat Pack,2019,43000.0,Gasoline,6-Speed M/T,Green,Black,Yes,50000.0,NO,3.5,367.68717581727105
Land,Rover Range Rover 3.0L Supercharged,2018,38020.0,Gasoline,Automatic,White,Espresso,unknown,63998.0,NO,3.5,370.46057850295074
Audi,Q8 55 Premium Plus,2021,14750.0,Hybrid,Transmission w/Dual Shift Mode,Silver,Black,Yes,61059.0,NO,3.0,335.0
Subaru,WRX Base,2015,52500.0,Gasoline,6-Speed M/T,Gray,Black,Yes,23000.0,NO,2.0,268.0
Chevrolet,Suburban LT,2017,207571.0,Gasoline,6-Speed A/T,Black,Black,Yes,21000.0,YES,5.3,355.0
INFINITI,QX60 Pure,2020,39000.0,Gasoline,A/T,Gray,Gray,Yes,29900.0,NO,3.5,295.0
Porsche,Cayman Base,2011,66000.0,Gasoline,A/T,Black,Brown,unknown,28000.0,YES,2.9,265.0
INFINITI,QX60 Base,2017,93500.0,Gasoline,A/T,Black,Black,Yes,16000.0,NO,3.5,295.0
BMW,M4 Base,2018,7200.0,Gasoline,7-Speed A/T,Black,Black,Yes,64000.0,NO,3.0,425.0
Maserati,MC20 MC20,2022,1220.0,Gasoline,"Automatic, 8-Spd Dual-Clutch",–,–,unknown,238900.0,NO,3.0,450.18914227363894
Land,Rover Defender SE,2023,8421.0,Hybrid,A/T,Black,White,Yes,90000.0,NO,3.0,395.0
BMW,M8 Base,2020,25520.0,Gasoline,8-Speed Automatic,Brands Hatch Gray Metallic,Black,unknown,84900.0,NO,4.4,425.4769521561684
Tesla,Model Y Performance,2020,30554.0,Electric,1-Speed Automatic,Blue,Black,unknown,41999.0,NO,3.5,376.32338653597617
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000.0,Electric,A/T,Gray,Blue,Yes,54900.0,NO,0.0,402.0
Mercedes-Benz,SL-Class SL 550,2011,41314.0,Gasoline,Transmission w/Dual Shift Mode,Red,White,Yes,30999.0,YES,5.5,382.0
Land,Rover Range Rover P525 HSE SWB,2020,49899.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,64500.0,YES,5.0,518.0
Ford,Escape XLT,2012,186268.0,E85 Flex Fuel,6-Speed A/T,Blue,Black,Yes,4500.0,NO,3.0,240.0
Lexus,ES 350 Base,2016,51335.0,Gasoline,6-Speed A/T,Silver,Black,Yes,25995.0,YES,3.5,268.0
Porsche,718 Boxster GTS,2019,10400.0,Gasoline,A/T,Gray,Black,Yes,99750.0,NO,2.5,365.0
Mercedes-Benz,G-Class G 550,2020,20622.0,Gasoline,Automatic,designo Diamond White Metallic,Black,unknown,142998.0,NO,3.5,415.980119386506
RAM,1500 Big Horn,2022,19376.0,Gasoline,Automatic,Bright White Clearcoat,Black,Yes,45861.0,NO,5.7,468.75940205677944
Audi,R8 5.2 V10 performance,2020,12245.0,Gasoline,7-Speed Automatic with Auto-Shift,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,unknown,187900.0,NO,5.2,494.91641901998446
Mitsubishi,Lancer Evolution IX,2006,77000.0,Gasoline,5-Speed M/T,Silver,Black,Yes,57000.0,NO,2.0,286.0
Acura,TL Technology,2013,40000.0,Gasoline,6-Speed A/T,Blue,Gray,Yes,24000.0,NO,3.5,280.0
Cadillac,CTS Luxury,2012,113000.0,Gasoline,6-Speed A/T,White,Beige,Yes,10000.0,NO,3.0,270.0
Chevrolet,Camaro 1SS,2022,7600.0,Gasoline,6-Speed M/T,Gray,Black,Yes,46000.0,YES,6.2,455.0
Toyota,Camry Hybrid LE,2022,20400.0,Hybrid,CVT Transmission,White,Gray,Yes,29900.0,NO,2.5,208.0
Ford,Transit-350 XLT,2019,115000.0,Gasoline,A/T,White,Gray,Yes,39000.0,NO,3.5,310.0
Lexus,RX 450h Base,2012,239000.0,Hybrid,A/T,Black,Black,Yes,7000.0,NO,3.5,295.0
Jaguar,F-TYPE V6 S,2014,62194.0,Gasoline,Automatic,Black,Black,unknown,32998.0,NO,3.5,329.1464690325738
Jeep,Wrangler Sahara,2020,22138.0,Gasoline,Automatic,Black,Black,unknown,38598.0,NO,3.5,376.99417784047
Porsche,718 Boxster S,2017,48900.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,Yes,62500.0,NO,2.5,350.0
Audi,R8 5.2,2014,21800.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,117000.0,NO,5.2,525.0
Lincoln,MKZ Base,2016,68200.0,Gasoline,6-Speed A/T,Silver,Black,Yes,16750.0,YES,3.7,300.0
Chevrolet,S-10 LS Crew Cab,2001,139000.0,Gasoline,A/T,Red,Gray,Yes,7000.0,NO,4.3,190.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,76100.0,Gasoline,A/T,Black,Black,Yes,130000.0,NO,4.0,416.0
Lexus,RX 350 RX 350 F SPORT Handling,2022,14330.0,Gasoline,Automatic,Black,Red,unknown,54998.0,NO,3.5,396.31724981216576
BMW,750 i xDrive,2019,41906.0,Gasoline,8-Speed A/T,Blue,White,Yes,45999.0,YES,4.4,445.0
Chevrolet,Camaro 2SS,2016,164000.0,Gasoline,8-Speed A/T,Black,Red,Yes,21500.0,NO,6.2,455.0
Ford,Fusion Hybrid SE,2013,161933.0,Hybrid,Automatic CVT,Blue,Charcoal Black,Yes,7945.0,NO,2.0,213.39642579452084
Hyundai,Santa Cruz 2.5T Limited,2022,22829.0,Gasoline,Automatic,Hampton Gray,Black,unknown,34580.0,NO,2.5,349.38036847949115
Lexus,RX 350 F Sport,2023,5483.0,Gasoline,8-Speed Automatic,Ultra White,Black,unknown,59950.0,NO,2.4,368.20520081505856
Land,Rover Range Rover Evoque S,2020,46891.0,Gasoline,9-Speed A/T,Gray,Black,Yes,31000.0,YES,2.0,246.0
Chevrolet,Suburban LT,2019,72000.0,Gasoline,A/T,Blue,Beige,Yes,39000.0,YES,5.3,355.0
Porsche,718 Spyder Base,2020,3400.0,Gasoline,6-Speed M/T,White,Black,Yes,129900.0,NO,4.0,414.0
Chevrolet,Camaro 1LT,2021,18000.0,Gasoline,10-Speed A/T,White,Black,Yes,30000.0,YES,3.6,335.0
